sale_date,maker_id,maker_name,type,city_maker,auction_house,sale_date.1,lot,usd,gbp,eur,bold_currency,Year,Month,Day,cpi_usd,cpi_gbp,cpi_eur,gbp_usd_x,eur_usd,price_usd_real,SP500_real,SP500_30d_ret,SP500_90d_ret,SP500_252d_ret,SP500_vol_30d,SP500_vol_90d,SP500_vol_252d,SP500_ma50,SP500_ma200,SP500_trend_ratio,gbp_usd_y,gbp_90d_change,gbp_vol_30d,10y_yield_pc,10y_yield_90d_change,MCI,real_price_gold,country_iso1,admin1_name,admin2_name,candidate_count,is_ambiguous,maker_name_maker,role,date,maker_last_name,birth_cent,location_filled
2006-05-16,1767,"Enger, Hagbarth",Violin,Copenhagen,Christie's,2006-05-16,154,9251.612444444443,3061.0,4494.0,usd,2006,5,16,0.6225941731334472,0.597354886113152,0.6703483432455396,1.8856,1.2854,9251.612444444443,2075.316493168885,-0.0093316770178835,-0.006438043726359,0.0640880681496882,0.0994374317210639,0.0921376718788788,0.0947881236752534,2104.980919507214,2057.3707564448764,1.0231412655755872,1.8856,0.0741099401879805,0.0053155035621769,5.1,0.0066999999999999,-2.5926434900419486,1106.8205,DK,Capital Region,København,,False,"Enger, Hagbarth",Violin maker,1860-1921,Enger,19.0,True
2010-04-28,1626,"Hill & Sons, W. E. Firm",Cello Bow,London,Christie's,2010-04-28,64,2424.3700948126,1072.0,1227.0,usd,2010,4,28,0.6702772004476528,0.6605437178545188,0.720166834015602,1.52,1.3215,2424.3700948126,1777.4138588570493,0.0257312525347004,0.063941459089325,0.3626674914090606,0.1148276579253989,0.136058977860989,0.1747517177289215,1735.869412606541,1633.9418322028175,1.0623814008521395,1.52,-0.0730576899621904,0.0062311331880785,3.8,0.0002999999999999,1.878023151992821,1738.0123,GB,England,Greater London,34.0,True,"Hill & Sons, W. E. Firm",Bow maker / Violin maker,1880-1992,Hill & Sons,19.0,False
1987-04-30,495,"Nürnberger, Albert",Violin Bow,Markneukirchen,Sotheby's,1987-04-30,65,1644.0,2915.230928938717,,gbp,1987,4,30,0.346500559566121,0.3395957384276267,,1.6605,,4840.7409575027405,832.2064059943781,-0.020340201333897,0.1321465488489204,0.1848830864824739,0.2166372805958193,0.1678000420749585,0.1580532029712678,839.9195045440922,758.4487572146858,1.1074176027772769,1.6605,0.16183879093199,0.0049828653576769,8.21,0.01135,-4.798760107114047,1309.0946,DE,Saxony,,2.0,True,"Nürnberger, Albert",Bow maker,,Nürnberger,,False
1995-03-22,67,"Betts, John I",Viola,London,Phillip's,1995-03-22,132,2553.0,3320.015151515151,,gbp,1995,3,22,0.4654852237649576,0.4849375459221161,,1.588,,5272.1840606060605,1064.8458600224403,0.0275016343380396,0.05541781583312,0.0279855010294738,0.0729685313175402,0.0823957772522004,0.095944303525403,1034.5136703849148,1010.4735357379852,1.0237909591856578,1.588,-0.0071897467958735,0.0075191710152256,7.21,-0.0075999999999999,3.520794361031035,821.4009,GB,England,Greater London,34.0,True,"Betts, John I",Bow maker / Violin maker,1752-1823,Betts,18.0,False
2008-06-25,1598,"Finkel, Siegfried",Violin Bow,Königsberg,Tarisio,2008-06-25,76,2434.763503416128,833.0,1050.0,usd,2008,6,25,0.6727552789836804,0.6362968405584128,0.7112844674441956,1.968,1.5668,2434.763503416128,1965.0086918681664,-0.0671817280599043,-0.0526282085947867,-0.1568315250406283,0.173102376586899,0.2026077271741931,0.2020980488515134,2068.994897438816,2169.148935286102,0.9538279570304946,1.968,-0.0019271731412922,0.0056907502968271,4.12,0.0018999999999999,-2.492694657687696,1315.9317,AT,Lower Austria,Politischer Bezirk Neunkirchen,12.0,True,"Finkel, Siegfried",Bow maker,1927-2010,Finkel,20.0,False
1989-06-14,1838,"Hel, Pierre Joseph",Violin,Lille,Christie's,1989-06-14,272,9996.0,17612.941176470587,,gbp,1989,6,14,0.3815503056091892,0.3747244673034534,,1.517,,26718.83176470588,848.7216018743155,0.0484459410614972,0.068479697735859,0.1219255363978468,0.1100636633229754,0.1186841312142145,0.1257006166202943,821.3305422926475,771.6530831928577,1.0643779700772271,1.517,-0.13388524122181,0.009053965377456,8.2,-0.0075,4.976800058446427,947.8776,FR,Hauts-de-France,Département du Nord,9.0,True,"Hel, Pierre Joseph",Violin maker,1842-1902,Hel,19.0,False
1989-03-30,1241,"Thouvenel, Nicolas Henry dit Paganini",Violin,Mirecourt,Sotheby's,1989-03-30,235,2042.0,3293.62,,gbp,1989,3,30,0.3760161351813363,0.3673769287288758,,1.6875,,5557.983749999999,777.9453104388782,-0.0033044955953901,0.087438910755466,0.0797357538372651,0.1337349420081509,0.1131398772418413,0.1431121808716224,781.4609194886316,749.168963289983,1.043103702610474,1.6875,-0.0712713263621354,0.005096234239789,9.34,0.0021499999999999,0.1612448538648757,1011.2625,FR,Grand Est,Vosges,2.0,True,"Thouvenel, Nicolas Henry dit Paganini",Violin maker,1851-1929,Thouvenel,19.0,False
2019-11-28,174,"Fétique, Jules",Violin Bow,Paris,Vichy-Enchères,2019-11-28,257,10455.0,8101.0,11702.80685061846,eur,2019,11,28,0.7907960596706555,0.7972079353416606,0.8117710666563682,1.2903,1.1013,12888.30118458611,3987.9180532663495,0.0554010496220684,0.0466980705351187,0.1521419412888276,0.0564092113928981,0.1409644676021768,0.1506034306082197,3826.6982765577145,3714.754536495067,1.03013489558001,1.2875,0.0351342659591575,0.0038287654237114,1.77,-0.0027999999999999,1.037593075449623,1843.8277,FR,Île-de-France,Paris,,False,"Fétique, Jules",Bow maker,1875-1951,Fétique,19.0,True
2006-02-28,376,"Lecchi, Giuseppe Bernardo",Violin,Genoa,Sotheby's,2006-02-28,204,11576.0,11200.249376558602,9748.0,gbp,2006,2,28,0.6109109244524246,0.5892725936811168,0.6602301691511547,1.7511,1.1916,19612.75668329177,2096.3122165929126,-0.0073997785454067,0.0897538621744633,0.02707562406759,0.1012891937173277,0.1014058422217371,0.1035493837662905,2091.6647245428894,2032.8411047052432,1.028936654075664,1.7511,-0.0110690687298807,0.0050357962653672,4.55,9.999999999999786e-05,-1.1212249711552766,918.7919,IT,Liguria,Provincia di Genova,,False,"Lecchi, Giuseppe Bernardo",Violin maker,1895-1967,Lecchi,19.0,True
2025-06-05,1001,"Clasquin, Célestin Émile",Violin Bow,Paris,,2025-06-05,,2761.0,2035.0,2425.054169249845,eur,2025,6,5,0.99172641521036,1.0,0.9966787672819958,1.3591,1.145,2776.6870237910725,5988.849055137536,0.0987605116011425,-0.0271143917829026,0.0949178382633022,0.1506735497183248,0.2757743741205621,0.1980889378614656,5695.833120727054,5930.86404145036,0.960371554788528,1.3591,0.0886735020826658,0.0038789107314089,4.4,-0.0011999999999999,-5.026112772168951,3381.0939,FR,Île-de-France,Paris,,False,"Clasquin, Célestin Émile",Bow maker,1875-1928,Clasquin,19.0,True
2008-03-11,497,"Oddone, Carlo Giuseppe",Violin,Turin,Sotheby's,2008-03-11,-,68340.0,54664.42873969376,44437.0,gbp,2008,3,11,0.6565001906214258,0.6238060249816312,0.7018614350814861,2.0037,1.533,109531.11586572438,2011.6521568165424,-0.0357843519118004,-0.1559555511130039,-0.0970551134919331,0.2234206360777604,0.2295438418871219,0.1835984262973621,2096.0095786602355,2272.4609007984063,0.9223523176675223,2.0037,-0.0374693759907769,0.0050468102699454,3.6,-0.0077999999999999,-1.25362719773958,1482.1016,IT,Piedmont,Torino,16.0,True,"Oddone, Carlo Giuseppe",Violin maker,1866-1935,Oddone,19.0,False
2020-12-03,221,"Grandjon, Jules Joseph",Violin,Mirecourt,Vichy-Enchères,2020-12-03,57,4524.0,3361.0,4580.393723252496,eur,2020,12,3,0.8008375044580817,0.8038207200587804,0.8121572565072991,1.3497,1.2145,5562.888176890156,4578.6067089657045,0.0669321092098473,0.1332795302361462,0.1621358826900514,0.1954642745592156,0.1836090268411272,0.3439808543626911,4342.668377335855,3966.756910275127,1.094765440777831,1.3497,0.0409532623785284,0.0053491842919768,0.92,0.0037,0.0228140748071873,2298.0442,FR,Grand Est,Vosges,2.0,True,"Grandjon, Jules Joseph",Violin maker,b. 1824,Grandjon,19.0,False
1980-07-16,218,"Gragnani, Antonio",Cello,Livorno,Christie's,1980-07-16,-,19565.0,36419.43433717002,,gbp,1980,7,16,0.2542643857685733,0.2265274063188831,,2.3725,,86405.10796493589,470.4945086658851,0.0825264224132842,0.0839004282750415,0.0398571980296253,0.1327947372780166,0.1727751431720574,0.1554513413012881,445.75180940634726,446.2905704918913,0.9987928019968018,2.3725,0.0653345307588684,0.0034302847516189,10.07,-0.0254999999999999,4.585042848584702,2457.0881,IT,Tuscany,Provincia di Livorno,4.0,True,"Gragnani, Antonio",Violin maker,1740-1798,Gragnani,18.0,False
2001-11-09,551,"Platner, Michele",Violin,Rome,Tarisio,2001-11-09,IV 1,134070.194475761,50175.0,81887.0,usd,2001,11,9,0.5454232410561657,0.550330639235856,0.6025334054221055,1.4579,0.8941,134070.194475761,2054.0196571461915,0.0817086185539202,-0.0832660237826182,-0.2293560176353251,0.188287642596893,0.2168669125104133,0.2271615342567839,1973.0233958298195,2191.742969163892,0.9002074712175264,1.4579,0.04172918899607,0.0053400335364124,4.34,-0.0107,2.161291717217931,508.2292,IT,Lazio,Città metropolitana di Roma Capitale,33.0,True,"Platner, Michele",Violin maker,1684-1752,Platner,17.0,False
2011-10-05,1292,"Tubbs, James",Violin Bow,London,Bonhams,2011-10-05,160,8693.0,8101.190476190476,6518.0,gbp,2011,10,5,0.6961402235804852,0.6943423952975754,0.7457326021472156,1.5425,1.3338,12496.08630952381,1643.3902115478124,-0.0152221068438898,-0.1422725706653115,-0.0473253698468926,0.2939972132533368,0.2995312374733485,0.2025474582580854,1698.5480069201794,1853.1126493671045,0.9165918798839812,1.5425,-0.0629935609281983,0.006279002358632,1.92,-0.0104,-1.5211887495693566,2356.4218,GB,England,Greater London,34.0,True,"Tubbs, James",Bow maker,1835-1921,Tubbs,19.0,False
2017-10-23,548,"Pistucci, Giovanni",Violin,Naples,Tarisio,2017-10-23,184,33232.0,32851.72413793103,28287.0,gbp,2017,10,23,0.7583750445808174,0.7670830271858928,0.7904533868849927,1.3185,1.1749,43314.99827586206,3382.205148755273,0.0315468650100008,0.0471781669950832,0.1739770913834688,0.0367787552657032,0.0695392584732147,0.0722767354068164,3299.2642077158976,3204.437855210471,1.0295921958203176,1.3185,0.029997656433091,0.0061696874517514,2.38,0.0018999999999999,1.9231851519507468,1690.0346,IT,Campania,Napoli,14.0,True,"Pistucci, Giovanni",Violin maker,1864-1955,Pistucci,19.0,False
2002-11-11,809,"Vuillaume, Jean-Baptiste",Violin,Paris,Bonhams,2002-11-11,92,55637.0,62595.269382391605,54945.0,gbp,2002,11,11,0.5574139436498469,0.5591476855253489,0.616281764115239,1.5883,1.0107,99420.0663600526,1571.8838978161737,0.0729321526885997,-0.1199553154067059,-0.2347279188164569,0.3334219114338803,0.3490493788751452,0.2555228247611868,1555.8838444837468,1800.4025328007608,0.8641866561159335,1.5883,0.0439726567635072,0.0039097883596979,3.845,-0.00995,0.6976355453536865,576.5912,FR,Île-de-France,Paris,59.0,True,"Vuillaume, Jean-Baptiste",Bow maker / Violin maker,1798-1875,Vuillaume,18.0,False
1993-04-29,230,"Guadagnini, Carlo I",Violin,Turin,Sotheby's,1993-04-29,213,36122.0,49373.81703470031,,gbp,1993,4,29,0.4427336342282292,0.4658339456282145,,1.5752,,77773.63659305993,991.3184378085666,-0.0237316185177084,-0.0199203760321473,0.0246407740278391,0.1033765377110791,0.1011274832557853,0.0949566814114756,1008.6815574509744,983.0338260302352,1.0260903854390362,1.5752,-0.0033533691869661,0.0088175980828331,5.99,-0.007,2.137216256652977,804.0952,IT,Piedmont,Torino,16.0,True,"Guadagnini, Carlo I",Violin maker,1768-1816,Guadagnini,18.0,False
2018-10-29,854,"Pfretzschner, Hermann Richard",Violin Bow,Markneukirchen,Tarisio,2018-10-29,63,3075.0,3061.293345829428,2701.0,gbp,2018,10,29,0.7775048270264286,0.7839823659074211,0.8085270719085503,1.2806,1.1373,3920.292258669165,3397.085018882101,-0.0873055519748791,-0.0428649246443304,-0.0018618501600343,0.1879253227744505,0.1287847249792014,0.1404466976092717,3673.447514566507,3582.206126545017,1.0254707252453643,1.2806,-0.0351115129596142,0.0044955319892596,3.08,0.0020999999999999,-2.1694233635343,1581.1477,DE,Saxony,Paris,,False,"Pfretzschner, Hermann Richard",Bow maker,1857-1921,Pfretzschner,19.0,True
2016-10-14,1292,"Tubbs, James",Violin Bow,London,Tarisio,2016-10-14,148,7144.7286837739775,4347.0,4825.0,usd,2016,10,14,0.7432052685302474,0.7465099191770757,0.7797945469993048,1.2195,1.0972,7144.7286837739775,2869.974246397502,-0.0186728316101543,0.0035798382599891,0.0369523596747898,0.1292898507563919,0.1250055730629193,0.1419335595148091,2918.078677059532,2806.9688730572984,1.0395835540139833,1.2195,-0.1569305219495332,0.0060029925296214,1.8,0.0016,2.7497588061955267,1681.9714,GB,England,Greater London,,False,"Tubbs, James",Bow maker,1835-1921,Tubbs,19.0,True
2020-12-11,48,"Bazin, Charles Nicolas",Violin Bow,Mirecourt,T2 Auctions,2020-12-11,305,1915.49470580557,1162.0,1266.0,usd,2020,12,11,0.8008375044580817,0.8038207200587804,0.8121572565072991,1.3216,1.2112,1915.49470580557,4574.5359583484105,0.1063832583708104,0.0985254472390622,0.1406514038505044,0.1494516948082647,0.1831329715847831,0.3439908196646534,4395.320862689458,3986.900636499804,1.102440532992118,1.3216,0.0055542874533973,0.0058663125136638,0.9,0.0033,0.0556462304840194,2296.38,FR,Grand Est,Vosges,,False,"Bazin, Charles Nicolas",Bow maker,1847-1915,Bazin,19.0,True
2012-04-27,522,"Peccatte, Dominique",Violin Bow,Mirecourt,Tarisio,2012-04-27,178,50890.20144729122,22187.0,27213.0,usd,2012,4,27,0.7074053349402925,0.7046289493019839,0.7597126747509075,1.6238,1.3246,50890.20144729122,1983.8131210446847,-0.0024717045912128,0.128547043494301,0.0082997714502734,0.1287841486154846,0.1200581221609569,0.230040996558119,1961.835569837297,1824.42215047299,1.0753188725146106,1.6238,0.0456565136196793,0.0040832755338637,1.96,-0.0006999999999999,0.5914952655068103,2348.6392,FR,Grand Est,Vosges,2.0,True,"Peccatte, Dominique",Bow maker,1810-1874,Peccatte,19.0,False
2005-05-12,80,"Bolander, John Alfred II",Viola Bow,Olgiate Calco,Tarisio,2005-05-12,176,289.4475102880658,93.0,135.0,usd,2005,5,12,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8639,1.268,289.4475102880658,1939.733302240568,-0.0235392014157994,-0.0538948996932011,0.0277703865894269,0.1446095667057506,0.1161977324493206,0.1090952865874703,1972.5736806711104,1968.251698714079,1.00219584820369,1.8639,-0.0291681858430127,0.0046431680024241,4.18,-0.0011,-2.337453794430324,706.0512,IT,Lombardy,Provincia di Lecco,2.0,True,"Bolander, John Alfred II",Bow maker / Violin maker,1893-1990,Bolander,19.0,False
1997-11-18,14188,"Viccari, Giuseppe",Violin,,Bonhams,1997-11-18,206,2535.0,2882.0042492917846,,gbp,1997,11,18,0.4965380689434653,0.5187362233651727,0.5622151849849386,1.6942,,4882.691599150141,1889.5428954019933,-0.0450698465214599,0.0152883359263196,0.2414877391344061,0.3102648010650767,0.2233838995398017,0.1789880866452915,1899.3531862826933,1768.982635426285,1.0736980387741295,1.6942,0.003494639578274,0.0055504569388952,5.85,-0.0041,0.1411366154241446,617.2739,,,,,False,"Viccari, Giuseppe",Violin maker,b. 1884,Viccari,19.0,False
2007-07-25,618,"Robinson, William",Violin,London,Tarisio,2007-07-25,489,7632.450352618111,2383.0,3557.0,usd,2007,7,25,0.6404234255285133,0.6105804555473915,0.6820885147138334,2.0495,1.3723,7632.450352618111,2370.4472780137603,0.0170637853745558,0.0790671513333265,0.1762256272946867,0.1366980391474831,0.1143693567798412,0.1017371572022104,2377.033699311674,2297.4936115749697,1.034620373843903,2.0495,0.0583526981667956,0.0024181757385232,4.92,0.0038999999999999,-0.8968262931053588,1053.834,GB,England,Greater London,34.0,True,"Robinson, William",Violin maker,1880-1960,Robinson,19.0,False
2015-03-31,2966,"Klotz, Georg Karl II",Violin,Mittenwald,Tarisio,2015-03-31,180,13314.0,12298.192771084336,12375.0,gbp,2015,3,31,0.7259571040301058,0.7318148420279207,0.7723797018614351,1.4847,1.0738,18259.12680722892,2848.5014900995698,-0.0212750702036793,0.0079784062274586,0.1052553449964894,0.1224913434591265,0.1372337235112231,0.1185871173721452,2865.7411202148464,2767.9276840124617,1.0353381472960277,1.4847,-0.0545118767114565,0.0053403197080811,1.94,-0.0033,-0.9798754714606572,1629.7106,DE,Bavaria,Upper Bavaria,1.0,False,"Klotz, Georg Karl II",Violin maker,1723-1797,Klotz,18.0,False
2005-05-23,1469,"Stoss, Martin (Johann Martin)",Violin,Vienna,Bonhams,2005-05-23,35,15362.0,14398.488664987404,12242.0,gbp,2005,5,23,0.5976904062081094,0.5833945628214549,0.6538966555958909,1.8293,1.2577,26339.15531486146,1997.4554935985927,0.0117492028400978,-0.0139451126171132,0.0619547818717223,0.144949381372419,0.1175483823592615,0.1096223000271164,1962.91368413107,1971.618925971484,0.995584723941456,1.8293,-0.0337523769279527,0.0049611578355064,4.07,-0.0015,-2.0941896289997404,697.6856,AT,Vienna,Wien Stadt,19.0,True,"Stoss, Martin (Johann Martin)",Violin maker,1778-1838,Stoss,18.0,False
2008-10-23,280,"Highfield, Ian",Violin,Birmingham,Tarisio,2008-10-23,410,4832.832052010176,1989.0,2512.0,usd,2008,10,23,0.665862162261877,0.6414401175606171,0.7108210396230787,1.6198,1.2991,4832.832052010176,1363.8107656797772,-0.2655404688221989,-0.3208302016632998,-0.4220602174596456,0.7324966518774404,0.4605937190493209,0.3244349506066981,1720.1920640211383,1945.0995140588948,0.884372265577078,1.6198,-0.1728962418300653,0.0132658860716443,3.63,-0.0058999999999999,-9.080194247261026,1081.3049,GB,England,City and Borough of Birmingham,,False,"Highfield, Ian",Violin maker,,Highfield,,True
2011-12-12,1292,"Tubbs, James",Violin Bow,London,Brompton's,2011-12-12,143,4875.0,4469.810526315789,3679.0,gbp,2011,12,12,0.6938373937746731,0.6980161645848642,0.7488993589248474,1.562,1.3185,6981.844042105262,1782.074563575157,-0.0346405169132192,0.0343173680427093,-0.0318958409733679,0.2839858789305281,0.332955963946785,0.2293713835713642,1756.904232742272,1819.6135034418728,0.9655370381781716,1.562,-0.0467472232393506,0.0056946287638225,2.03,-0.0037,-1.540276835973217,2400.3317,GB,England,Greater London,,False,"Tubbs, James",Bow maker,1835-1921,Tubbs,19.0,True
2007-10-02,970,"Voller, William, Charles & Alfred",Violin,London,Sotheby's,2007-10-02,-,37771.0,30045.942720763727,26665.0,gbp,2007,10,2,0.6423819069521479,0.6157237325495958,0.6885765042094695,2.0408,1.415,61317.75990453461,2407.648764923922,0.0647067875674023,0.0211035521585705,0.1243396216458476,0.1699367606969407,0.1771859285077262,0.1315602752161124,2308.5029255503723,2314.911531430765,0.9972315979278776,2.0408,0.0282144296654573,0.0034490777891573,4.54,-0.0033999999999999,-0.8462856483472515,1138.108,GB,England,Greater London,34.0,True,"Voller, William, Charles & Alfred",Violin maker,1854-1935,Voller,19.0,False
2008-03-13,1507,"Chappuy, Nicolas Augustin",Violin,Mirecourt,Tarisio,2008-03-13,136,3565.0,2813.3745583038867,2288.0,gbp,2008,3,13,0.6565001906214258,0.6238060249816312,0.7018614350814861,2.031,1.564,5713.963727915194,2003.7769969625613,-0.0408696253568819,-0.1416061918486596,-0.087992003439789,0.2240783410251476,0.2231859575335018,0.182649456002484,2084.689140758894,2268.7214964872605,0.9188827910286432,2.031,-0.0238392771315966,0.0053306101545439,3.56,-0.0072,-1.2274022105273386,1515.4603,FR,Grand Est,Vosges,2.0,True,"Chappuy, Nicolas Augustin",Violin maker,c. 1730-1784,Chappuy,18.0,False
2019-06-24,1542,"Esposti, Piergiuseppe",Violin,Cremona,Tarisio,2019-06-24,162,5252.0,5209.388322520852,4613.0,gbp,2019,6,24,0.7875216755008423,0.7927994121969141,0.8141654437321387,1.2722,1.1399,6627.383823911028,3740.024166043541,0.0219906143117043,0.0557943199470725,0.0537588232560943,0.1404097901798549,0.1102664319595431,0.1542726302339591,3658.374560495184,3561.457398792941,1.0272127814122078,1.2722,-0.012497089187301,0.0040689511027386,2.02,-0.00635,4.411299198624717,1802.0456,IT,Lombardy,Provincia di Cremona,5.0,True,"Esposti, Piergiuseppe",Violin maker,b. 1952,Esposti,20.0,False
2023-11-27,1118,"Lotte, François",Cello Bow,Mirecourt,,2023-11-27,,244.0,193.0,233.1756582135358,eur,2023,11,27,0.9440403133570278,0.9551800146950772,0.9563605468448289,1.2607,1.0958,255.51388627039256,4820.165104602178,0.0535698833084834,-0.0010132265167606,0.09553725408211,0.1447037500411401,0.1260838591449327,0.1427694168756287,4598.203150892005,4557.18937175116,1.00899979697905,1.2607,-0.0185286103542234,0.0054057398302537,4.39,0.0052999999999999,-0.9568952602530432,2133.0052,FR,Grand Est,Vosges,,False,"Lotte, François",Bow maker,1889-1970,Lotte,19.0,True
2001-11-12,333,"Klotz, Aegidius Sebastian",Violin,Mittenwald,Bonhams,2001-11-12,101,5350.0,6686.889185580774,5998.0,gbp,2001,11,12,0.5454232410561657,0.550330639235856,0.6025334054221055,1.4575,0.8939,9746.14098798398,2050.3892608043925,0.0786395493609959,-0.0835260680638684,-0.2336723518992883,0.1886790881915352,0.2168696910536817,0.2271121692773655,1970.8153615287413,2189.360054567265,0.9001787336977246,1.4575,0.0358919687277896,0.0052167921449776,4.375,-0.00995,2.1617109312157936,509.6959,DE,Bavaria,Upper Bavaria,,False,"Klotz, Aegidius Sebastian",Violin maker,1733-1805,Klotz,18.0,True
